,Unnamed: 0,Period,State,Pesticide,Varroa,Otherpest,Diseases,Other Factors,Lost Colonies
27,27,1,39,1056.0,3264.0,216.0,24.0,720.0,3300.0
373,373,3,29,5481.0,20115.0,9747.0,891.0,2052.0,3300.0
164,164,1,32,40.5,2754.0,2025.0,715.5,121.5,3300.0
225,225,3,22,360.0,5500.0,700.0,320.0,1000.0,3300.0
636,661,4,29,432.0,8010.0,3780.0,810.0,2826.0,3200.0
70,70,2,45,900.0,4775.0,4475.0,200.0,2075.0,3200.0
242,242,3,39,7194.0,10593.0,6666.0,198.0,825.0,3200.0
46,46,2,17,10350.0,21630.0,10350.0,30.0,150.0,3200.0
8,8,1,13,595.0,4550.0,122.5,805.0,3150.0,3100.0
273,273,4,34,588.0,3927.0,546.0,210.0,1029.0,3100.0
475,475,2,17,299.0,322.0,184.0,46.0,115.0,3100.0
616,641,3,45,594.0,12339.0,108.0,891.0,1701.0,3000.0
82,82,3,13,1739.0,6438.0,2146.0,37.0,2072.0,3000.0
292,292,1,13,1860.0,5208.0,1286.5,1302.0,1844.5,3000.0
561,561,4,27,8.0,2080.0,360.0,624.0,640.0,3000.0
334,334,2,29,200.0,5850.0,1375.0,575.0,1275.0,3000.0
595,620,3,22,5842.0,13593.0,10488.0,552.0,920.0,2900.0
94,94,3,29,1800.0,8136.0,6696.0,168.0,1368.0,2900.0
290,290,1,11,407.0,2332.0,1441.0,55.0,1089.0,2900.0
165,165,1,34,475.0,1337.5,287.5,75.0,687.5,2900.0
367,367,3,22,48.0,17064.0,1152.0,168.0,4344.0,2900.0
153,153,1,13,351.0,3939.0,1300.0,13.0,3120.0,2900.0
611,636,3,39,58.0,8526.0,1421.0,1595.0,174.0,2800.0
415,415,4,31,1184.0,8380.5,4310.5,1313.5,1554.0,2800.0
563,563,4,29,320.0,4720.0,1504.0,1296.0,1776.0,2700.0
601,626,3,29,880.0,5918.0,2486.0,4334.0,2134.0,2700.0
294,294,1,16,846.0,12126.0,4512.0,47.0,2021.0,2700.0
483,483,2,28,2772.0,16632.0,8400.0,6300.0,7014.0,2700.0
638,663,4,31,114.0,6308.0,1064.0,76.0,627.0,2700.0
78,78,3,9,14.5,11324.5,11672.5,14.5,362.5,2700.0
344,344,2,39,31.0,11377.0,403.0,93.0,3906.0,2700.0
402,402,4,16,360.0,18900.0,15960.0,180.0,1260.0,2700.0
574,574,4,45,2176.0,14048.0,2528.0,832.0,320.0,2700.0
24,24,1,35,52.5,1837.5,402.5,35.0,630.0,2700.0
312,312,2,2,2728.0,12848.0,3498.0,4334.0,4488.0,2600.0
684,709,2,20,4740.0,30020.0,9085.0,1738.0,2528.0,2600.0
462,462,2,2,156.0,14391.0,1404.0,6396.0,2788.5,2600.0
208,208,2,45,162.0,1917.0,702.0,324.0,675.0,2600.0
17,17,1,25,155.0,1829.0,31.0,31.0,93.0,2600.0
219,219,3,14,2328.0,3424.0,2040.0,1128.0,360.0,2600.0
135,135,4,34,69.0,7406.0,989.0,230.0,184.0,2500.0
371,371,3,27,1156.0,6315.5,280.5,1513.0,263.5,2500.0
694,719,2,33,2090.0,26600.0,1615.0,7125.0,5605.0,2500.0
109,109,3,45,1190.0,9975.0,3850.0,2240.0,700.0,2500.0
459,459,1,43,289.0,1275.0,680.0,170.0,1768.0,2500.0
302,302,1,29,345.0,7981.0,4002.0,46.0,1656.0,2500.0
114,114,4,5,4728.0,11424.0,5856.0,5088.0,2016.0,2500.0
484,484,2,29,420.0,1697.5,455.0,87.5,2555.0,2500.0
112,112,4,3,2214.0,10287.0,2619.0,27.0,2295.0,2400.0
321,321,2,13,6118.0,9039.0,6348.0,1725.0,1863.0,2400.0
132,132,4,31,1387.0,6897.0,1672.0,380.0,2755.0,2400.0
436,436,1,11,367.5,2698.5,1176.0,378.0,1092.0,2400.0
181,181,2,13,156.0,6110.0,4628.0,4862.0,1560.0,2400.0
469,469,2,11,693.0,1438.5,819.0,703.5,1039.5,2300.0
500,500,2,45,588.0,2688.0,28.0,588.0,756.0,2300.0
630,655,4,16,322.0,15180.0,8510.0,1610.0,2806.0,2300.0
503,503,3,3,5104.0,8671.0,2262.0,29.0,145.0,2300.0
607,632,3,35,2349.0,6510.5,1682.0,87.0,2842.0,2200.0
358,358,3,13,1677.0,7396.0,3096.0,1032.0,1720.0,2200.0
16,16,1,24,288.0,3132.0,180.0,216.0,828.0,2200.0
136,136,4,35,297.5,2485.0,507.5,70.0,1015.0,2200.0
525,525,3,29,1512.0,11880.0,3222.0,2052.0,2052.0,2200.0
282,282,4,45,1404.0,8694.0,432.0,837.0,297.0,2200.0
130,130,4,29,88.0,2112.0,748.0,110.0,1188.0,2200.0
517,517,3,19,1010.0,7590.0,1120.0,1070.0,110.0,2200.0
581,606,3,3,10605.0,11172.0,4137.0,1428.0,1449.0,2100.0
271,271,4,31,819.0,8190.0,3529.5,156.0,2184.0,2100.0
7,7,1,12,28.5,1966.5,28.5,19.0,2118.5,2100.0
482,482,2,25,1932.0,2300.0,644.0,644.0,4140.0,2100.0
457,457,1,41,273.0,1820.0,791.0,21.0,539.0,2100.0
58,58,2,31,2261.0,3002.0,779.0,570.0,2128.0,2100.0
296,296,1,18,90.0,1017.0,297.0,90.0,1071.0,2100.0
438,438,1,13,264.0,2332.0,484.0,132.0,264.0,2100.0
422,422,4,39,2668.0,7047.0,2581.0,3190.0,2726.0,2000.0
15,15,1,23,546.0,1703.0,780.0,286.0,1534.0,2000.0
552,552,4,15,476.0,1162.0,469.0,21.0,385.0,2000.0
100,100,3,35,1764.0,7008.0,3720.0,2196.0,468.0,2000.0
557,557,4,22,125.0,9250.0,2500.0,275.0,750.0,2000.0
261,261,4,16,57.0,1653.0,570.0,570.0,399.0,2000.0
463,463,2,3,352.0,4944.0,2048.0,112.0,2720.0,2000.0
418,418,4,35,30.0,4740.0,2910.0,2190.0,285.0,2000.0
580,605,3,2,3420.0,8700.0,2970.0,810.0,3960.0,2000.0
34,34,2,5,700.0,9650.0,450.0,1150.0,850.0,1900.0
32,32,2,3,3051.0,8896.5,8559.0,945.0,3699.0,1900.0
313,313,2,3,936.0,4656.0,2304.0,456.0,648.0,1900.0
569,569,4,37,969.0,1581.0,1572.5,467.5,773.5,1900.0
515,515,3,16,901.0,16589.0,15847.0,106.0,530.0,1900.0
671,696,2,3,4182.0,6885.0,2601.0,867.0,357.0,1900.0
291,291,1,12,307.5,1185.0,600.0,390.0,780.0,1900.0
96,96,3,31,5382.0,7061.0,1840.0,138.0,368.0,1900.0
494,494,2,39,442.0,11310.0,962.0,520.0,364.0,1900.0
590,615,3,14,1792.5,5062.5,2535.0,1635.0,90.0,1900.0
641,666,4,35,472.5,7654.5,2484.0,229.5,1768.5,1900.0
139,139,4,39,56.0,21224.0,2548.0,1792.0,1232.0,1900.0
470,470,2,12,427.5,7410.0,332.5,38.0,123.5,1800.0
508,508,3,9,16.5,14569.5,14751.0,16.5,16.5,1800.0
175,175,2,5,406.0,11223.0,232.0,957.0,754.0,1800.0
375,375,3,31,1541.0,11845.0,4393.0,1081.0,2691.0,1800.0
54,54,2,26,4959.0,9975.0,684.0,57.0,190.0,1800.0
45,45,2,16,495.0,16380.0,1665.0,90.0,2250.0,1800.0
687,712,2,25,4251.0,6162.0,390.0,1716.0,39.0,1800.0
397,397,4,11,1066.5,3901.5,1377.0,108.0,661.5,1800.0
99,99,3,34,1275.0,11275.0,2825.0,925.0,1800.0,1800.0
681,706,2,16,53.0,12561.0,2491.0,265.0,1855.0,1800.0
453,453,1,35,377.0,4248.5,2247.5,101.5,1957.5,1800.0
56,56,2,29,805.0,11730.0,3289.0,69.0,1334.0,1800.0
29,29,1,43,126.0,1080.0,438.0,132.0,876.0,1800.0
625,650,4,11,442.0,3757.0,3549.0,143.0,1157.0,1700.0
692,717,2,31,957.0,3927.0,1980.0,1023.0,1204.5,1700.0
487,487,2,32,4138.5,9331.0,1689.5,1488.0,1922.0,1700.0
501,501,3,1,1241.0,6587.5,5899.0,59.5,663.0,1700.0
701,726,2,44,13303.0,24433.0,14469.0,13250.0,13674.0,1700.0
359,359,3,14,1421.0,4578.0,3682.0,1036.0,77.0,1700.0
196,196,2,31,3019.5,1749.0,363.0,99.0,478.5,1700.0
379,379,3,35,435.0,3828.0,1711.0,29.0,754.0,1700.0
381,381,3,37,600.0,4280.0,2210.0,210.0,530.0,1700.0
170,170,1,43,48.0,1936.0,128.0,88.0,552.0,1700.0
398,398,4,12,80.5,2702.5,644.0,195.5,448.5,1700.0
166,166,1,37,333.0,1746.0,882.0,207.0,909.0,1700.0
234,234,3,31,609.0,12726.0,2226.0,483.0,756.0,1600.0
619,644,4,3,1521.0,9301.5,7741.5,273.0,2437.5,1600.0
60,60,2,34,304.0,2166.0,1102.0,494.0,1273.0,1600.0
360,360,3,15,54.0,4176.0,3528.0,414.0,927.0,1600.0
655,680,1,13,42.0,1722.0,105.0,21.0,1197.0,1600.0
654,679,1,12,333.5,1978.0,1023.5,23.0,218.5,1600.0
81,81,3,12,1230.0,2055.0,1545.0,720.0,150.0,1600.0
92,92,3,27,3770.0,3978.0,3575.0,3575.0,3607.5,1600.0
307,307,1,37,204.0,2431.0,1071.0,76.5,688.5,1600.0
306,306,1,35,192.5,2205.0,927.5,70.0,472.5,1600.0
603,628,3,31,351.0,7917.0,4485.0,819.0,1150.5,1600.0
283,283,1,1,224.0,1393.0,686.0,14.0,469.0,1600.0
9,9,1,14,994.0,2289.0,91.0,77.0,665.0,1600.0
194,194,2,29,8112.0,12432.0,5640.0,1128.0,1992.0,1600.0
277,277,4,39,270.0,7920.0,30.0,60.0,210.0,1600.0
442,442,1,18,120.0,1456.0,448.0,352.0,1144.0,1600.0
363,363,3,18,136.0,748.0,858.5,59.5,433.5,1600.0
668,693,1,42,370.0,28786.0,12728.0,12654.0,148.0,1500.0
634,659,4,23,10.0,1920.0,590.0,20.0,150.0,1500.0
297,297,1,19,148.5,1072.5,184.8,99.0,346.5,1500.0
331,331,2,25,16168.0,21543.0,16512.0,430.0,6880.0,1500.0
486,486,2,31,351.0,5044.0,3991.0,221.0,2808.0,1500.0
210,210,3,3,2528.0,25824.0,2880.0,128.0,864.0,1500.0
567,567,4,35,175.0,1600.0,162.5,875.0,162.5,1500.0
0,0,1,3,476.0,2464.0,1596.0,210.0,140.0,1500.0
647,672,4,43,32.0,5264.0,856.0,88.0,488.0,1500.0
2,2,1,5,75.0,1825.0,112.5,225.0,325.0,1500.0
676,701,2,11,996.0,2820.0,984.0,120.0,1428.0,1500.0
693,718,2,32,144.0,2368.0,624.0,64.0,2896.0,1500.0
378,378,3,34,684.5,7659.0,1054.5,499.5,407.0,1500.0
80,80,3,11,56.0,1078.0,420.0,84.0,476.0,1400.0
232,232,3,29,725.0,6950.0,3350.0,25.0,3350.0,1400.0
548,548,4,11,336.0,6156.0,2556.0,2856.0,828.0,1400.0
446,446,1,23,280.0,6880.0,6224.0,24.0,2120.0,1400.0
192,192,2,27,162.5,3841.5,19.5,786.5,533.0,1400.0
531,531,3,35,3726.0,8832.0,6141.0,80.5,874.0,1400.0
310,310,1,41,256.0,1712.0,1024.0,224.0,592.0,1400.0
42,42,2,13,1872.0,5160.0,1224.0,696.0,648.0,1400.0
474,474,2,16,384.0,3888.0,2832.0,96.0,576.0,1400.0
151,151,1,11,247.0,1653.0,351.5,85.5,437.0,1400.0
626,651,4,12,1172.5,3622.5,2625.0,455.0,280.0,1300.0
420,420,4,37,210.0,2394.0,1984.5,21.0,787.5,1300.0
527,527,3,31,208.0,9424.0,6544.0,416.0,1904.0,1300.0
293,293,1,15,266.0,2233.0,805.0,28.0,1120.0,1300.0
199,199,2,34,504.0,2618.0,546.0,336.0,644.0,1300.0
274,274,4,35,4182.0,4930.0,4607.0,3961.0,4403.0,1300.0
200,200,2,35,4833.0,6925.5,4941.0,135.0,1930.5,1300.0
490,490,2,35,224.0,1988.0,490.0,98.0,1400.0,1300.0
155,155,1,15,409.5,1482.0,923.0,1209.0,812.5,1300.0
403,403,4,18,115.5,829.5,325.5,21.0,189.0,1300.0
216,216,3,11,473.0,1914.0,869.0,77.0,319.0,1300.0
259,259,4,14,155.0,1460.0,415.0,15.0,255.0,1300.0
349,349,2,45,840.0,10230.0,1050.0,3780.0,1710.0,1300.0
144,144,4,45,2625.0,11250.0,825.0,1650.0,2825.0,1300.0
623,648,4,9,170.0,7480.0,10506.0,34.0,17.0,1300.0
237,237,3,34,946.0,6006.0,1694.0,352.0,616.0,1300.0
342,342,2,37,279.0,4806.0,2295.0,90.0,954.0,1300.0
40,40,2,11,237.5,978.5,351.5,19.0,218.5,1300.0
41,41,2,12,62.5,1925.0,225.0,875.0,550.0,1300.0
84,84,3,15,650.0,4040.0,1130.0,120.0,900.0,1300.0
333,333,2,28,860.0,9546.0,903.0,903.0,3827.0,1300.0
440,440,1,15,605.0,2365.0,1628.0,49.5,440.0,1200.0
697,722,2,37,918.0,4212.0,1053.0,27.0,445.5,1200.0
411,411,4,26,682.0,2929.5,1054.0,682.0,511.5,1200.0
492,492,2,37,272.0,2400.0,1832.0,240.0,496.0,1200.0
680,705,2,15,132.0,2013.0,1199.0,22.0,319.0,1200.0
384,384,3,41,57.5,5784.5,3047.5,172.5,506.0,1200.0
664,689,1,36,420.0,4880.0,2080.0,2160.0,60.0,1200.0
299,299,1,23,202.5,1245.0,1155.0,37.5,405.0,1200.0
649,674,1,3,455.0,5547.5,3972.5,35.0,70.0,1200.0
656,681,1,15,31.5,1396.5,850.5,819.0,798.0,1200.0
699,724,2,41,32.0,2696.0,632.0,24.0,632.0,1200.0
573,573,4,43,504.0,2093.0,1981.0,105.0,294.0,1200.0
89,89,3,23,280.0,1554.0,1638.0,420.0,294.0,1200.0
319,319,2,11,360.0,1356.0,516.0,84.0,672.0,1200.0
425,425,4,43,8.5,5108.5,450.5,204.0,663.0,1200.0
320,320,2,12,4763.0,605.0,231.0,11.0,946.0,1200.0
102,102,3,37,480.0,5080.0,3840.0,50.0,220.0,1200.0
257,257,4,12,105.0,2115.0,720.0,15.0,75.0,1200.0
669,694,1,43,48.0,728.0,64.0,48.0,208.0,1100.0
571,571,4,41,917.0,2415.0,35.0,819.0,406.0,1100.0
230,230,3,27,1566.5,3867.5,3601.0,3588.0,110.5,1100.0
489,489,2,34,390.0,6103.5,3120.0,429.0,312.0,1100.0
55,55,2,28,1496.0,6494.0,4250.0,1530.0,1122.0,1100.0
667,692,1,41,21.0,854.0,476.0,91.0,266.0,1100.0
424,424,4,41,712.5,1985.5,1957.0,123.5,655.5,1100.0
168,168,1,41,26.0,1514.5,682.5,84.5,325.0,1100.0
336,336,2,31,1560.0,6825.0,960.0,930.0,2490.0,1100.0
120,120,4,12,11.5,1736.5,57.5,724.5,69.0,1100.0
404,404,4,19,162.0,792.0,72.0,402.0,90.0,1100.0
614,639,3,43,270.0,3370.0,1070.0,70.0,690.0,1100.0
154,154,1,14,55.0,1180.0,450.0,35.0,120.0,1100.0
18,18,1,26,999.0,3609.0,1188.0,2736.0,1755.0,1100.0
356,356,3,11,364.0,3887.0,1846.0,364.0,598.0,1100.0
123,123,4,15,833.0,1887.0,1258.0,34.0,612.0,1100.0
83,83,3,14,1339.5,2137.5,1539.0,19.0,1406.0,1000.0
662,687,1,34,432.0,4224.0,864.0,264.0,648.0,1000.0
220,220,3,15,862.5,3172.5,1927.5,67.5,555.0,1000.0
588,613,3,12,3696.0,8912.0,2432.0,480.0,3072.0,1000.0
12,12,1,19,128.8,1081.0,161.0,96.6,349.6,1000.0
695,720,2,34,81.0,7371.0,729.0,378.0,918.0,1000.0
660,685,1,21,114.0,4617.0,285.0,114.0,2451.0,1000.0
162,162,1,26,36.0,4140.0,24.0,1890.0,102.0,1000.0
443,443,1,19,29.6,725.2,40.7,29.6,355.2,1000.0
551,551,4,14,2403.5,3140.5,2304.5,66.0,88.0,1000.0
437,437,1,12,40.0,2672.0,664.0,240.0,792.0,1000.0
295,295,1,17,251.1,740.9,647.9,945.5,815.3,1000.0
280,280,4,43,82.5,1785.0,172.5,82.5,322.5,1000.0
345,345,2,41,475.0,1776.5,1710.0,85.5,171.0,1000.0
389,389,4,1,712.5,1672.5,757.5,660.0,127.5,990.0
511,511,3,12,2369.0,3392.5,1403.0,161.0,575.0,990.0
579,604,3,1,14.0,2142.0,1722.0,203.0,679.0,990.0
606,631,3,34,1000.0,4680.0,1760.0,360.0,300.0,980.0
44,44,2,15,153.0,1844.5,1547.0,450.5,807.5,980.0
182,182,2,14,498.0,2838.0,696.0,168.0,222.0,960.0
439,439,1,14,159.1,2331.0,751.1,37.0,1032.3,950.0
240,240,3,37,240.0,2250.0,2310.0,130.0,620.0,950.0
513,513,3,14,480.0,4608.0,3066.0,396.0,1422.0,950.0
61,61,2,35,259.0,5531.5,999.0,92.5,684.5,950.0
260,260,4,15,225.0,3615.0,1672.5,247.5,772.5,950.0
140,140,4,40,39.0,3711.5,1092.0,58.5,26.0,940.0
587,612,3,11,337.5,4846.5,1120.5,94.5,742.5,940.0
604,629,3,32,7.5,2175.0,105.0,7.5,307.5,930.0
357,357,3,12,507.0,1807.0,767.0,52.0,494.0,930.0
386,386,3,43,54.0,2088.0,558.0,126.0,855.0,930.0
171,171,2,1,136.0,768.0,656.0,24.0,384.0,930.0
677,702,2,12,2424.0,3216.0,1500.0,216.0,648.0,920.0
238,238,3,35,351.0,2754.0,2538.0,13.5,351.0,920.0
324,324,2,17,1419.0,1452.0,1419.0,1353.0,660.0,910.0
473,473,2,15,60.0,2454.0,1212.0,36.0,246.0,910.0
533,533,3,37,1188.0,6354.0,4788.0,63.0,504.0,900.0
323,323,2,15,337.5,1927.5,870.0,75.0,322.5,900.0
160,160,1,24,325.0,1170.0,260.0,65.0,65.0,900.0
578,587,1,15,233.2,950.4,567.6,4.4,470.8,890.0
558,558,4,23,230.0,4070.0,1300.0,560.0,190.0,880.0
401,401,4,15,487.5,4072.5,1830.0,37.5,420.0,870.0
340,340,2,35,3700.0,4860.0,4340.0,3020.0,820.0,870.0
530,530,3,34,336.0,4935.0,1701.0,399.0,357.0,860.0
591,616,3,15,442.0,2482.0,1496.0,34.0,671.5,850.0
514,514,3,15,105.0,3297.0,1855.0,112.0,315.0,840.0
400,400,4,14,559.0,1163.5,500.5,214.5,39.0,830.0
542,542,4,1,97.5,1339.0,539.5,201.5,221.0,830.0
157,157,1,18,712.5,757.5,390.0,52.5,502.5,820.0
408,408,4,23,9.5,1586.5,1349.0,95.0,399.0,820.0
428,428,1,1,1117.5,2190.0,2265.0,142.5,645.0,820.0
243,243,3,41,184.0,3128.0,1928.0,88.0,424.0,810.0
456,456,1,40,33.0,935.0,66.0,16.5,110.0,810.0
663,688,1,35,49.5,1881.0,99.0,66.0,1056.0,800.0
189,189,2,23,12.5,2150.0,200.0,87.5,200.0,770.0
152,152,1,12,19.5,3432.0,936.0,897.0,468.0,770.0
364,364,3,19,207.0,7380.0,81.0,63.0,72.0,760.0
688,713,2,26,20.0,1440.0,160.0,4420.0,4460.0,760.0
147,147,1,5,17.0,1045.5,68.0,17.0,229.5,750.0
263,263,4,19,32.0,488.0,208.0,32.0,56.0,740.0
683,708,2,19,54.0,1984.5,283.5,40.5,148.5,740.0
180,180,2,11,279.0,1026.0,396.0,180.0,423.0,740.0
63,63,2,37,735.0,3585.0,1972.5,135.0,195.0,730.0
256,256,4,11,504.0,2502.0,1053.0,108.0,351.0,720.0
161,161,1,25,40.0,1600.0,220.0,40.0,160.0,720.0
577,584,1,12,330.0,936.0,528.0,156.0,426.0,710.0
553,553,4,18,108.0,2988.0,828.0,729.0,441.0,690.0
119,119,4,11,126.0,1316.0,350.0,42.0,140.0,690.0
126,126,4,23,13.5,378.0,810.0,445.5,108.0,690.0
599,624,3,26,32.0,4176.0,368.0,48.0,80.0,680.0
682,707,2,18,88.0,960.0,88.0,8.0,256.0,680.0
105,105,3,41,296.0,2320.0,1136.0,104.0,280.0,680.0
85,85,3,18,1710.0,2017.5,1432.5,217.5,532.5,680.0
43,43,2,14,7.0,1008.0,168.0,63.0,245.0,670.0
617,642,4,1,294.0,2802.0,1602.0,36.0,540.0,660.0
510,510,3,11,561.0,2332.0,1166.0,231.0,165.0,660.0
133,133,4,32,10.0,280.0,450.0,10.0,130.0,650.0
461,461,2,1,1224.0,2142.0,2320.5,110.5,799.0,650.0
554,554,4,19,460.6,2548.0,1528.8,764.4,166.6,650.0
628,653,4,14,2126.6,3224.2,735.0,583.1,19.6,650.0
226,226,3,23,13.5,1795.5,1039.5,135.0,418.5,650.0
575,575,1,1,16.5,1496.0,1248.5,99.0,170.5,650.0
142,142,4,43,210.0,1316.0,315.0,91.0,574.0,610.0
110,110,4,1,16.0,248.0,512.0,16.0,224.0,610.0
248,248,4,1,168.0,861.0,693.0,14.0,469.0,610.0
537,537,3,41,577.5,2925.0,2137.5,195.0,870.0,610.0
217,217,3,12,57.0,4788.0,1178.0,114.0,237.5,600.0
202,202,2,37,32.0,3272.0,1816.0,8.0,728.0,580.0
368,368,3,23,3060.0,6993.0,3240.0,252.0,144.0,580.0
612,637,3,41,117.0,3411.0,1647.0,81.0,243.0,570.0
700,725,2,43,37.5,3465.0,135.0,52.5,210.0,570.0
68,68,2,43,126.9,733.2,390.1,28.2,216.2,570.0
498,498,2,43,203.0,966.0,525.0,63.0,952.0,570.0
235,235,3,32,25.9,277.5,240.5,11.1,51.8,560.0
86,86,3,19,157.5,1222.5,217.5,30.0,187.5,560.0
520,520,3,23,120.0,1820.0,1690.0,120.0,750.0,540.0
339,339,2,34,262.5,2362.5,175.0,122.5,420.0,540.0
222,222,3,19,9.5,1339.5,826.5,646.0,323.0,530.0
539,539,3,43,24.0,4560.0,4208.0,24.0,544.0,520.0
666,691,1,40,67.5,1417.5,1297.5,75.0,150.0,520.0
495,495,2,40,1085.5,1417.0,97.5,45.5,117.0,520.0
376,376,3,32,167.2,968.0,1012.0,440.0,206.8,510.0
52,52,2,23,200.0,637.5,775.0,387.5,125.0,500.0
596,621,3,23,84.0,1932.0,745.5,42.0,220.5,500.0
262,262,4,18,437.0,2261.0,788.5,427.5,551.0,500.0
496,496,2,41,78.0,1362.0,1128.0,192.0,1386.0,500.0
300,300,1,26,6.0,978.0,42.0,18.0,48.0,490.0
423,423,4,40,3588.0,6279.0,2892.5,1436.5,370.5,470.0
183,183,2,15,1704.0,2334.0,2166.0,102.0,960.0,450.0
679,704,2,14,2624.0,5472.0,2728.0,1920.0,2312.0,440.0
309,309,1,40,13.0,390.0,45.5,136.5,58.5,440.0
332,332,2,26,399.0,4494.0,1176.0,483.0,63.0,430.0
629,654,4,15,450.5,2805.0,1708.5,17.0,1020.0,410.0
362,362,3,17,234.0,204.0,54.0,54.0,72.0,400.0
322,322,2,14,1356.0,1038.0,510.0,42.0,102.0,390.0
480,480,2,23,105.0,826.0,924.0,56.0,581.0,390.0
686,711,2,23,201.5,1131.0,97.5,370.5,728.0,390.0
576,581,1,9,115.5,11896.5,10708.5,16.5,478.5,390.0
347,347,2,43,30.0,870.0,120.0,135.0,277.5,370.0
528,528,3,32,493.5,1251.6,1073.1,2.1,361.2,370.0
476,476,2,18,24.0,944.0,272.0,64.0,352.0,370.0
47,47,2,18,275.0,539.0,143.0,22.0,176.0,370.0
516,516,3,18,45.0,877.5,450.0,22.5,82.5,360.0
658,683,1,19,12.0,796.0,60.0,4.0,180.0,350.0
268,268,4,26,228.0,3432.0,1356.0,48.0,408.0,340.0
523,523,3,26,14.0,1722.0,714.0,28.0,140.0,320.0
48,48,2,19,8652.0,9352.0,8638.0,28.0,616.0,320.0
184,184,2,18,261.0,378.0,207.0,216.0,297.0,320.0
197,197,2,32,156.0,6734.0,364.0,26.0,78.0,310.0
472,472,2,14,971.1,1669.2,1232.4,50.7,81.9,300.0
185,185,2,19,901.0,3442.5,901.0,25.5,195.5,300.0
107,107,3,43,105.0,1519.0,371.0,70.0,210.0,300.0
128,128,4,27,504.0,1854.0,18.0,12.0,36.0,290.0
149,149,1,9,15.0,4725.0,345.0,315.0,120.0,280.0
229,229,3,26,1530.0,3636.0,1278.0,216.0,234.0,270.0
66,66,2,41,15.0,1965.0,975.0,135.0,225.0,270.0
329,329,2,23,70.0,938.0,623.0,210.0,357.0,270.0
278,278,4,40,2665.0,2892.5,2684.5,2678.0,26.0,260.0
477,477,2,19,112.0,504.0,88.0,80.0,160.0,260.0
124,124,4,19,85.5,1413.0,72.0,279.0,117.0,260.0
252,252,4,6,31.0,455.7,204.6,34.1,179.8,240.0
205,205,2,41,390.0,1501.5,273.0,442.0,474.5,230.0
97,97,3,32,22.0,352.0,506.0,22.0,132.0,230.0
545,545,4,6,31.5,1634.5,784.0,315.0,147.0,220.0
115,115,4,6,35.2,336.0,54.4,16.0,108.8,210.0
221,221,3,18,49.0,756.0,336.0,7.0,42.0,200.0
337,337,2,32,85.0,4012.0,391.0,1904.0,1309.0,200.0
245,245,3,43,7.5,3112.5,532.5,270.0,607.5,190.0
